formula,space_group
Sc4Ta4Os8,225
Al4V4Os8,225
Sc8Ag4Hg4,225
Sc8Ag4Au4,225
Al4Zn4Ir8,225
Be4Co8Ge4,225
Sc8Cd4Tc4,225
Sc8Cd4In4,225
Sc8Co4Ir4,225
Be4Ge4Ru8,225
Al8Pd4Ru4,225
Li4Al4Au8,225
Li4Y8Os4,225
Sr8Cd4In4,225
Sr8Cd4Pb4,225
Sc4Tc8Mo4,225
Sc4Tc8W4,225
Pm8Zn4Pb4,225
Pm8Zn4Ru4,225
Li4Ga4Rh8,225
Pm8Zn4Si4,225
Pm8Zn4Sn4,225
Li4Hg4Pd8,225
Sr8Tl4Cd4,225
Pm8Zn4Ge4,225
La4Cd4Au8,225
Pm8Zn4Ir4,225
Sr8Li4Tl4,225
Pr4Cd12,225
Pr4Dy4Mg8,225
Pr4Mg4Hg8,225
Pr4Mg4Zn8,225
Pr4Cd4Ag8,225
Li4Ca8Rh4,225
Li4Gd8Ir4,225
Tb4Mg4Cd8,225
Li4In4Pt8,225
Tm4Pa4Os8,225
Tm4Pa4Ru8,225
Al4Si4Ru8,225
Al4Cr4Ru8,225
Ac8Cu4Ge4,225
Er8Zn4In4,225
Ca4La4Ag8,225
Rb4Ac4Te8,225
Pr4Sn4Au8,225
Pa4Pb4Au8,225
Pa4Si4Tc8,225
Li4Sc4Au8,225
Pa4In4Au8,225
Pa4Sn4Au8,225
Pa4Sn4Pd8,225
Pa4In4Cu8,225
Pa4In4Pt8,225
Pa4Te8Au4,225
Pa4Tl4Au8,225
Pa4Ti4Tc8,225
Pa4Zn4Au8,225
Pa4Zn4Pt8,225
Pm4Al4Au8,225
Pm4Al4Ag8,225
Pm4Al4Cu8,225
Li4Pm8Os4,225
Li4Pm8Pt4,225
Pa4Zn4Ru8,225
Ca4La4Hg8,225
Ac8Ni4Ir4,225
Ac4In4Au8,225
Pm4Ag4Au8,225
Pm4Ag4Hg8,225
Pm4Ag8Pb4,225
Pm4Ag8Sn4,225
Pm4Ag12,225
Pm4Bi4Au8,225
Pm4Bi4Pd8,225
Ca4Pm4Cd8,225
Ca4Pm4Au8,225
Ca4Pm4Hg8,225
Ca4Pm4Pd8,225
Ca4Pm4Rh8,225
Ca4Pm4Pt8,225
Li4Sc8Os4,225
Ca4Pm4Zn8,225
Pm4Cd4Ag8,225
Ac4Ag8Sn4,225
Pm4Cd4Au8,225
Pm4Cd4Hg8,225
Ac4Sb4Au8,225
Er8Zn4Ru4,225
Pm4Cd4Rh8,225
Pm4Cd4Pt8,225
Pm4Cd4Pd8,225
Pm4Cd12,225
Pm4Cu8Sn4,225
Pm4Dy4Mg8,225
Pm4Ga4Cu8,225
Pm4H12,225
Ti8Co4Tc4,225
Pm4Hg4Au8,225
Pm4Hg4Rh8,225
Pm4In4Cu8,225
Pm4In4Au8,225
Pm4Ho4Mg8,225
Pm4In4Rh8,225
Pm4In4Ni8,225
Pm4In4Ag8,225
Pm4In4Pd8,225
Pm4In4Pt8,225
Li4Pm4Au8,225
Li4Pm4Hg8,225
Li4Pm4Tl8,225
Li8Pm4Al4,225
Li8Pm4In4,225
Er4Sn4Rh8,225
Th4In4Ag8,225
Pm4Mg4Au8,225
Li8Pm4Tl4,225
Li8Pm4Sn4,225
Pm4Mg4Ag8,225
Pm4Mg4Zn8,225
Pm4Mg4Hg8,225
Pm4Mg4Cd8,225
Pm4Mg4Rh8,225
Na4Pm4Au8,225
Na4Pm4Hg8,225
Er8Cu4Ru4,225
Na4Pm4Te8,225
Ba8Bi4Au4,225
Li8Pm4Pb4,225
Na4Pm4Tl8,225
Pm4Pd8Pb4,225
Pm4Pb4Au8,225
Pm4Ni8Sn4,225
Pm4Sb4Au8,225
Pm4Sb4Rh8,225
Pm4Sn4Au8,225
Pm4Sb4Pd8,225
Pm4Rh8Pb4,225
Pm4Sn4Rh8,225
Ca4La4Zn8,225
Pm4Sn4Pd8,225
Pm4Sm4Mg8,225
Pm4Tl4Au8,225
Pm4Tl4Ag8,225
Pm4Tl4Rh8,225
Pm4Tl4Te8,225
Pm4Y4Mg8,225
Ac4Ag4Au8,225
Pm4Zn8Ag4,225
Pm4Zn4Au8,225
Pm4Zn8Cd4,225
Pm8Ag4Ir4,225
Er8Ag4Ru4,225
Pm8Ag4Ge4,225
Er8Cd4In4,225
Pm8Ag4Pt4,225
Pm8Ag4Sn4,225
Pm8Ag4Ru4,225
Pm8Cd4Ge4,225
Pm8Cd4In4,225
Gd4Ga4Rh8,225
Ho8Cd4In4,225
Pm8Cd4Si4,225
Pm8Cd4Sn4,225
Pm8Co4Ir4,225
Pm8Cu4Ge4,225
Pm8Cu4Ir4,225
Er8Ru4Rh4,225
Er8Tl4Ag4,225
Pm8Cu4Os4,225
Pm8Cu4Pt4,225
Pm8Cu4Rh4,225
Pm8Cu4Ru4,225
Er4Mg4Cd8,225
Li4Pm8Rh4,225
Er4Mg4Hg8,225
Li4Pm8Ru4,225
Pm8Cu4Sn4,225
Er4Ta4Ru8,225
Pm8Ge4Au4,225
Pm8Ge4Pd4,225
Pm8Hg4Ge4,225
Ti8Mn4Co4,225
Pm8Mg4Si4,225
Li4Pm8Si4,225
Pm8Mg4Al4,225
Er8Mg4In4,225
Pm8Mg4Sn4,225
Pm8Mg4Tl4,225
Pm8Mg4Ga4,225
K4Na8Bi4,225
K4Ac4Te8,225
Er4Ga4Rh8,225
Pm8Ni4Ir4,225
Pm8Ni4Rh4,225
Pm8Ir4Au4,225
Pm8Ir4Pd4,225
Pm8Ni4Ru4,225
Pm8Ir4Pt4,225
Pm8Ir4Rh4,225
In4Pd8Au4,225
Pm8Pd4Pt4,225
Pm8Pd4Rh4,225
Li4Ti4Rh8,225
Pm8Pt4Rh4,225
Pm8Ru4Au4,225
Er4Pa4Tc8,225
Er4Rh8Pb4,225
Er4Cd4Pd8,225
Er4Cd4Rh8,225
Pm8Ir4Ru4,225
Pm8Pd4Ru4,225
Pm8Ru4Rh4,225
Pm8Si4Ag4,225
Ca8Pd4Au4,225
Li4Mg4Tl8,225
Li4Mg8Ag4,225
Tb4Sn4Au8,225
Tb4Sn4Rh8,225
Li4Mg8Rh4,225
Zr4Cd4Pd8,225
Nd8Mg4In4,225
Np4Au12,225
Li4Mg8Pt4,225
Tb4Cd4Rh8,225
Ba4Hg8Pb4,225
Ca4Sm4Cd8,225
Zn4Cu4Au8,225
Ho4Zn4Rh8,225
Ho8Ir4Rh4,225
Pm8Sn4Pd4,225
Pm8Tl4Cd4,225
Li4Mg8Hg4,225
Li4Nb4Rh8,225
Eu4Cd12,225
Ta8Nb4Os4,225
Ta8Nb4Ir4,225
Ho4Sn4Rh8,225
Ac4Cd4Hg8,225
Er4Ag4Hg8,225
Ta8Os4W4,225
Ta8Nb4Ru4,225
Ho4Mg4Au8,225
Zn8Ni4Rh4,225
Zn4Cu4Pd8,225
Nd4Sn4Au8,225
Nb4Ge4Ru8,225
Ta8V4Os4,225
Hf4Al4Rh8,225
Nb4Si4Tc8,225
Hf8Mo4Ir4,225
Hf4In4Co8,225
Pa4Ga4Au8,225
Pa4Cu8Sn4,225
Yb8Cd4Ge4,225
Hf4In4Pd8,225
Yb8Tl4Pb4,225
Yb8Tl4Cd4,225
Ho4Mg4Rh8,225
Gd8Mg4In4,225
Li4Ac4Te8,225
Yb8Mg4In4,225
Li4Yb8Ir4,225
Ho4Cd4Pd8,225
Li4Mg8Zn4,225
Li4Yb8Rh4,225
Ta8Fe4Os4,225
Li4Yb8Tl4,225
Ta8Mo4Os4,225
Li4Sc8Au4,225
Ho4Ag4Hg8,225
Pa4Al4Au8,225
Ta8Mo4Ru4,225
Yb8Sb4Au4,225
Li4Sn4Rh8,225
Yb8Pd4Pt4,225
Nb4In4Ru8,225
Yb8Sn4Hg4,225
Pa4Ag4Te8,225
Ac8Sn4Hg4,225
Eu4Cd4Hg8,225
Hf4Zn4Ir8,225
Yb8Pd4Au4,225
Na4Ac4Au8,225
Li4Tb4Hg8,225
Na4Ac4Hg8,225
Hf4Zn4Ni8,225
Tb4In4Pd8,225
Nb4Zn4Rh8,225
Hf8Co4Ir4,225
Zn8Pd4Rh4,225
Nb4Zn4Ru8,225
Zn8Rh4Au4,225
Nb4Zn4Co8,225
Tb4In4Rh8,225
Hf8Co4Re4,225
Zr4Al4Au8,225
Yb8Pd4Rh4,225
Mg4Sn4Pd8,225
Dy4Cd4Hg8,225
Hf8Fe4Ir4,225
Nd4Ag4Hg8,225
Be8Ni4Rh4,225
Zr8Co4Tc4,225
Zr8Cu4Os4,225
Na8Tl4Bi4,225
Mg4Tl4Rh8,225
Mg4Ta4Ru8,225
Ho4Cd4Ag8,225
Mg4Sn4Ir8,225
Mg4Zr4Pd8,225
Mg4Ti4Ir8,225
Hf4Al4Ru8,225
Mg4Zr4Rh8,225
Hf8Tc4Rh4,225
Dy8Ni4Ru4,225
Mg4Ti4Rh8,225
Mg4Zr4Au8,225
Mg4Zr4Ir8,225
Mg4Zn4Au8,225
Mg4Zn4Pd8,225
Nd4Mg4Hg8,225
Nd4Mg4Zn8,225
Hf4Pa4Tc8,225
Li4Ti4Ir8,225
Mg8Ag4Pt4,225
Mg8Ag4Rh4,225
Mn4Ge4Ru8,225
Mg8Pt4Rh4,225
Mn4Be8Ir4,225
Mn4Be8Pt4,225
Mn4Be8Rh4,225
Mn4Cu4Pd8,225
Zr4Sn4Rh8,225
Mn4Ga4Rh8,225
Mn4Al4Ir8,225
Mn4Al4Os8,225
Mn4V8Cr4,225
Mn8Cr4Co4,225
Mn4Sb4Ru8,225
Be8Pd4Pt4,225
Ca4Ac4Zn8,225
Mg8Rh4Au4,225
Mn4Si4Ru8,225
Mn4In4Rh8,225
Mg8Pd4Rh4,225
Mn4Si4Tc8,225
Mn4Sn4Ru8,225
Dy8Cd4In4,225
Mg8Pd4Pt4,225
Mg8Ag4Au4,225
Mn4Al4Ru8,225
Mn4V4Ru8,225
Mn4V12,225
Mn4Zn4Ir8,225
Mn4Zn4Rh8,225
Mn8Al4Cr4,225
Mn8Al4Re4,225
Mn8Al4W4,225
Ca8Ag4Pb4,225
Mn4Nb4Ru8,225
Li4Si4Pd8,225
Dy8Ir4Rh4,225
Hf4Sc4Os8,225
Ca4Y4Rh8,225
Be8Ir4Pd4,225
Dy8Mg4Al4,225
Dy8Mg4In4,225
Hf4Ga4Ru8,225
Mn4Si4Rh8,225
Dy8Zn4Ru4,225
Hf4Ga4Rh8,225
Hf4Mg4Ir8,225
Be8Ru4Pt4,225
Hf4Tc8Sb4,225
Hf4Ta4Re8,225
Mn8V4Si4,225
Mn12Ge4,225
Ac4Tl4Te8,225
Li4Pa4Ru8,225
Hf4Sc4Ru8,225
Mn8Pt4Rh4,225
Hf4Ta4Tc8,225
Hf4Sc4Rh8,225
Mg4In4Pd8,225
Li4Pa4Pt8,225
Ti4Zn4Ir8,225
Hf4Mg4Pd8,225
Hf4Mg4Rh8,225
Na4Ca8Tl4,225
Hf4In4Rh8,225
Na4Cd8Pt4,225
Na4Cd12,225
Ti4Zn4Pd8,225
Na4Ac4Te8,225
Na4Ca4Au8,225
Mn4Ga4Ir8,225
Na4Ce4Tl8,225
Na4Ac4Tl8,225
Hf4Mn4Rh8,225
Mg4Ga4Ni8,225
Ti4Zn4Ni8,225
Hf4Nb4Tc8,225
Na4Ho4Tl8,225
Na4Hg4Pd8,225
Na4La4Hg8,225
Na4Li8Bi4,225
Na4La4Tl8,225
Na4Mg4Pb8,225
Na4Sm4Hg8,225
Na4Sm4Tl8,225
Na4Mg4Tl8,225
Na4Nd4Hg8,225
Li4Sm4Tl8,225
Na4Pr4Hg8,225
Mg4Ga4Pd8,225
Mg4Ga4Rh8,225
Na4Tl4Pd8,225
Na4Tl8Cd4,225
Hf8Mo4Rh4,225
Hf8Os4Rh4,225
Hf8Mn4Ir4,225
Dy4Mg4Zn8,225
Na4Tl8Bi4,225
Pa4Al4Tc8,225
Pa4Al4Ru8,225
Yb4Nd4Rh8,225
Mg4Al4Pd8,225
Mg4Al4Rh8,225
Yb4Nd4Hg8,225
Dy8Ag4Ru4,225
Mg4Ge4Rh8,225
Hf4Be4Rh8,225
Hf4Sc4Co8,225
Ca8Cd4Pb4,225
Ca4Er4Rh8,225
Ga4Fe4Rh8,225
Yb4Ta4Ru8,225
Ca4Ac4Hg8,225
Hf4Cd4Rh8,225
Li4Eu4Tl8,225
Hf8Ir4Rh4,225
Hf8Fe4Os4,225
Mg4Ga4Ag8,225
Li4Sc4Pd8,225
Mg4Ga4Ir8,225
Mg4Fe4Rh8,225
Tm4Ga4Rh8,225
Tm4Cd4Rh8,225
Tm4Hf4Os8,225
Tm4In4Rh8,225
Tm4Hf4Ru8,225
Dy8Pd4Ru4,225
Dy8Ir4Ru4,225
Dy8Cu4Ru4,225
Dy8Ir4Pd4,225
Dy8Ru4Rh4,225
Lu4Mg4Cd8,225
Th8Bi4Te4,225
Tm4Mg4Au8,225
Lu4Mg4Hg8,225
Tm4Mg4Cd8,225
Li4Sc4Pt8,225
Be8Ni4Ir4,225
Tm4Mg4Rh8,225
Li4Sc4Tl8,225
Tm4Mg4Zn8,225
Ta4Zn4Ru8,225
Ti24Al64Ni28,225
Tm8Zn4Os4,225
Lu8Mg4Al4,225
Lu8Mg4In4,225
Tm4Nb4Os8,225
Ga4Fe4Ir8,225
Tm4Nb4Ru8,225
Tm4Sn4Ru8,225
Tm4Sn4Rh8,225
Lu4Mg4Pd8,225
Tb4Yb4Hg8,225
Lu4Nb4Ru8,225
Lu4Mg4Zn8,225
Dy4Zn4Rh8,225
Tb4Yb4Rh8,225
Lu8Zn4Ir4,225
Lu8Zn4Os4,225
Tm4Ta4Ru8,225
Tm4Ta4Os8,225
Lu4Mg4Rh8,225
Tm4Zr4Os8,225
Tm4Zr4Ru8,225
Nb4Al4Os8,225
Tm8Ag4Os4,225
Nb4Al4Fe8,225
Tm8Ag4Ru4,225
Tm8Al4Os4,225
Tm8Cd4Os4,225
Tm4Tl4Rh8,225
Ho8In4Ag4,225
Tm4Zn4Rh8,225
Tm8Cd4In4,225
Tm8Co4Os4,225
Tm8Co4Ru4,225
Tm8Cu4Os4,225
Be8Cu4Rh4,225
Lu8Mg4Os4,225
Gd8Mg4Tl4,225
Tm8Cu4Pt4,225
Lu8Mg4Ru4,225
Tm8Cu4Ru4,225
Lu8Pd4Ru4,225
Lu8Ir4Ru4,225
Lu8Co4Ru4,225
Lu8Pd4Pt4,225
Lu8Ni4Os4,225
Lu8Ni4Ru4,225
Lu8Os4Pd4,225
Lu8Ni4Ir4,225
Tm8Ga4Os4,225
Tm8Hg4Os4,225
Tm8In4Os4,225
Li8Gd4Tl4,225
Tm8Zn4Ru4,225
Tm8Ir4Pd4,225
Tm8Mg4Al4,225
Tm8Mg4In4,225
Tm8Mg4Os4,225
Tm8Mg4Ru4,225
Dy4Ta4Ru8,225
Tm8Ni4Ru4,225
Tm8Ni4Os4,225
Tm8Os4Au4,225
Tm8Os4Pd4,225
Tm8Os4Rh4,225
Y4Mg12,225
Lu4Sn4Rh8,225
Lu4Sn4Ru8,225
Tm8Ir4Ru4,225
V12Ru4,225
Tm8Os4Ru4,225
Tm8Pd4Ru4,225
V12Re4,225
Ac8Zn4Ir4,225
Lu8Zn4Au4,225
U4Tc8Sn4,225
Lu4Th4Ru8,225
Yb4Tm4Pt8,225
U4Ga4Tc8,225
Yb4Tm4Rh8,225
Yb4Nd4Ag8,225
Yb4Y4Rh8,225
Lu4Zr4Ru8,225
Gd8Ir4Rh4,225
Lu8Zn4Ru4,225
Lu4Tl4Rh8,225
Ti4Al4Pd8,225
Ti4Al4Os8,225
Lu4Rh8Pb4,225
Li4Sc8Pt4,225
Lu8Ag4Au4,225
Lu8Ag4Hg4,225
Lu4Sb4Pd8,225
Ti4Ga4Ru8,225
Tm8Mn4Os4,225
Lu8Ag4Ru4,225
Lu4Zr4Co8,225
Mn4V8Os4,225
Lu8Al4Os4,225
V4Co8Ge4,225
Pm8Sn4Au4,225
Pm8Si4Pd4,225
Ti8Mn4Ru4,225
Ac8Cu4Sn4,225
V4Ga4Tc8,225
V4Si4Tc8,225
V4Tc8Ge4,225
Li8Gd4In4,225
V8Cr4Re4,225
V8Cr4Os4,225
V4Zn4Ru8,225
V4Zn4Rh8,225
V8Cr4Fe4,225
V8Cr4Ru4,225
V8Cr4Tc4,225
V8Re4Os4,225
V8Tc4Os4,225
V8Tc4Ru4,225
Y4Ag4Hg8,225
Y4Cd4Ag8,225
Lu8In4Ag4,225
V4Si4Os8,225
V4Si4Ru8,225
Y4Mg4Cd8,225
Y4Sn4Au8,225
Y4Mg4Zn8,225
Y4Pa4Ru8,225
Y4Sn4Rh8,225
Y4Ta4Ru8,225
Y4Cd4Pd8,225
Y4Cd4Au8,225
Ti4Mn4Rh8,225
Y4Cd4Hg8,225
Ti8Ni4Ir4,225
Ti4Mn8Al4,225
Ac8Zn4Ga4,225
Yb4Zr4Rh8,225
Ti4Mn4Co8,225
Ti8Re4Pd4,225
Pm8Si4Au4,225
Yb8Ag4Bi4,225
Pm8Cu4Si4,225
Ti4In4Co8,225
Ca4Eu4In8,225
Mn8V4Ge4,225
Y8Al4Zn4,225
Y8Ag4Ru4,225
Lu4Zn4Pd8,225
Lu4Zn4Rh8,225
Th4Sc4Tc8,225
Ti8Mn4Ir4,225
Li8Cd4Au4,225
Li8Er4In4,225
Li8Dy4In4,225
Li8Dy4Tl4,225
Li8Cd4Pd4,225
V4Ge4Ru8,225
V4Ga4Ru8,225
Y8Cu4Ru4,225
Lu8Ir4Pd4,225
Gd4Mg4Cd8,225
Ti8Ni4Mo4,225
Y8Zn4Ru4,225
Lu8Cu4Ru4,225
Nd4Pb4Au8,225
Lu8Ru4Pt4,225
Y8Ir4Pd4,225
Lu8Ru4Rh4,225
Y8Mg4Al4,225
Y8Ir4Rh4,225
Lu4Ga4Pd8,225
Lu4Pa4Os8,225
Lu4Ga4Rh8,225
Ga4Si4Ru8,225
Yb8Ag4Ir4,225
Li8Ho4In4,225
Lu8Ir4Rh4,225
Yb8Ag4Ge4,225
Lu4Pa4Ru8,225
Ti4Ge4Ru8,225
Yb8Cd4Pb4,225
Ti8Tc4Rh4,225
Ti8Tc4Ru4,225
Y8Tl4Cd4,225
Ti4Mn8Si4,225
Ti4Nb4Re8,225
Y8Tl4Ag4,225
Ti4Nb4Tc8,225
Ti4Mn8W4,225
Yb8Ag4Pt4,225
Yb4Mg4Cd8,225
Yb8Ag4Pb4,225
Yb4Lu4Rh8,225
Ti4Re8W4,225
Ti4Re4Tc8,225
Ti4Si4Tc8,225
Y8Zn4In4,225
Th4Sn4Pd8,225
Ti4Mn8V4,225
Ti4Sn4Pd8,225
Ti4Si4Os8,225
Ti4Si4Ru8,225
Ho4Ga4Rh8,225
Ti4Sn4Rh8,225
Li4Pr4Tl8,225
Li4Sn4Au8,225
Li8Tl4Au4,225
Ti8Mn4Ni4,225
Li8Tl4Bi4,225
Li8Hg4Au4,225
Li8Pr4Tl4,225
Ti8Re4Ir4,225
Ti8Re4Ni4,225
Ti4Zn4Au8,225
Li8Hg4Pd4,225
Yb4Bi4Pd8,225
Li8In4Sn4,225
Li4Pr4Hg8,225
Yb4Cd4Ag8,225
Yb4Cd4Au8,225
Yb4Cd4Hg8,225
Ga8Ir4Rh4,225
Yb4Cd4Pd8,225
Gd4Cd4Hg8,225
Ga4Tc8W4,225
Yb4Er4Rh8,225
Yb4Dy4Rh8,225
Yb4Er4Pd8,225
Yb4Ce4Hg8,225
Yb4Ga4Rh8,225
Yb4Hf4Rh8,225
Yb4Gd4Rh8,225
Yb4Hg4Pd8,225
Ti8Mn4Os4,225
Yb4In4Pd8,225
Yb4In4Rh8,225
Yb4Ho4Rh8,225
Yb4Hf4Ir8,225
Tm4Rh8Pb4,225
Tm4Pa4Tc8,225
Yb4In4Ag8,225
Yb4In4Hg8,225
Be4Si4Ni8,225
Li4Sc8Rh4,225
La4Yb4Hg8,225
Li4Sc8Ru4,225
Lu4Cd4Rh8,225
Yb8As4Au4,225
Yb8Bi4Au4,225
Lu4Pa4Tc8,225
Ti8Mo4Pt4,225
Ta4Zn4Rh8,225
Ta4Zn4Co8,225
Ti8Mo4Ir4,225
Ti4Tc8Sb4,225
Ti4Tc8W4,225
La4Yb4Ag8,225
Li4Sm4Hg8,225
Yb4Mg4Tl8,225
Yb4Mg4Hg8,225
Yb4Pd8Au4,225
Yb4Pd8Pb4,225
Yb4Pa4Ru8,225
Lu8Cu4Ir4,225
Lu8Cu4Os4,225
La4Yb4Zn8,225
Yb4Pa4Rh8,225
Li4Si4Ru8,225
Ti8Tc4Ir4,225
Yb4Pa4Pt8,225
Ti8Os4Ru4,225
Yb4Nd4Zn8,225
Yb8Cu4Ir4,225
Lu4Hf4Ru8,225
Lu8Cu4Pt4,225
Lu4In4Ag8,225
Na4Yb4Au8,225
Yb8Cu4Rh4,225
Ac8Si4Pd4,225
Yb4Nb4Ru8,225
Pa4Au12,225
La4Yb4Cd8,225
Lu4Mg4Au8,225
Li8Tl4Pd4,225
Li4Zr4Pt8,225
Li8Y4Tl4,225
Li4Zr4Rh8,225
Be8Cu4Pt4,225
Li4Zr8Os4,225
Li8Zn4Au4,225
Tm4Cd4Ag8,225
Li8Ag4Hg4,225
Li12Ag4,225
Ti8Tc4Os4,225
Ti8Tc4Ni4,225
Li8Ag4Au4,225
Li8Sm4In4,225
Gd4Mg4Zn8,225
Lu4In4Rh8,225
Ce4Ag4Hg8,225
Tm4Cd4Au8,225
Ti4Sn4Ru8,225
Li8Ca4In4,225
Li8Ca4Pb4,225
Li4Zr8Tc4,225
Yb4Pm4Au8,225
Ga4Ge4Ru8,225
Yb4Pm4Ag8,225
Li8Ac4In4,225
Ti4Zn4Co8,225
Be4Co8Si4,225
Yb4Pm4Pt8,225
Be4Si4Ir8,225
Yb4Pm4Rh8,225
Yb4Pm4Pd8,225
Yb8Hg4Pb4,225
Yb8Hg4Ge4,225
Yb4Pm4Hg8,225
Li4Zn8Rh4,225
Li8Ac4Sn4,225
Ti4V4Tc8,225
Li8Ac4Pb4,225
Ti4V4Re8,225
Yb8Cd4Sn4,225
Mg4Al4Ag8,225
Yb4Pm4Zn8,225
Mg4Al4Ir8,225
Li4Zr4Au8,225
Li4Zr4Ir8,225
Cd8Pd4Rh4,225
Ti8Tc4Pt4,225
Cd8Pt4Rh4,225
Ti4Zn4Cu8,225
Ti8Tc4Pd4,225
Li4Si4Ir8,225
Li4Sc8Tc4,225
Li4Th4Au8,225
Th4Sn4Ru8,225
Yb4Pr4Ag8,225
Tm4Np4Ru8,225
Ac8Ir4Au4,225
Ac4Tl4Au8,225
Ac4Yb4Zn8,225
Ca4Nd4Hg8,225
Ac4Sn4Au8,225
Ac4Tl4Ag8,225
Li4Ho8Ru4,225
Li4Ga4Ag8,225
Li8Ca4Sn4,225
Li8Ca4Si4,225
Be4Al4Ir8,225
Lu4Cd4Ag8,225
Yb4Pr4Hg8,225
Ac4Mg4Cd8,225
Tm4Mg4Hg8,225
Tm4Cd4Pd8,225
Tm4Cd4Hg8,225
Ba4Tl4Hg8,225
Li8Ag4Pd4,225
Lu4Cd4Hg8,225
Al8Ir4Ru4,225
Yb4Sm4Zn8,225
Yb4Sn4Rh8,225
Yb4Sm4Rh8,225
Yb4Sn4Au8,225
Yb4Pr4Zn8,225
Yb4Tl4Pd8,225
Ca4La4Cd8,225
Al4V4Ru8,225
Yb4Tl8Cd4,225
Er8In4Ag4,225
Dy8Tl4Cd4,225
Dy8Tl4Ag4,225
Dy4Zr4Ru8,225
Ca4Cd4Au8,225
Hf8Zn4Re4,225
Ca4Sm4Hg8,225
Ca4Pr4Zn8,225
Ac4Bi4Au8,225
Ac8Zn4Ge4,225
Li4Nd4Tl8,225
Yb4Sm4Hg8,225
Be8Rh4Au4,225
Er4Nb4Os8,225
Yb4Rh8Pb4,225
Gd8Ir4Pd4,225
Al8Fe4Ir4,225
Al4Zn4Rh8,225
Ga4Ni4Rh8,225
Yb4Gd4Hg8,225
Ca4Ce4Hg8,225
Ga8Ir4Ru4,225
Na4Eu4Tl8,225
Hf4Fe8Sn4,225
Gd8Pd4Ru4,225
Li4Gd8Ru4,225
Gd4Mg4Rh8,225
Ca4Pr4Ag8,225
Ca4Sm4Zn8,225
Hf4Si4Ru8,225
Nd4Dy4Mg8,225
Nd4Mg4Au8,225
Nd4Mg4Cd8,225
Nd8Cd4In4,225
Tb4Mg4Au8,225
Mg4Sc4Rh8,225
Mg4Ta4Os8,225
Mg4Ta4Rh8,225
Mg4Sn4Rh8,225
Nd4Mg4Ag8,225
Mg4Ta4Ir8,225
Mg4Sc8Cd4,225
Mg4Sc8Tl4,225
Mg4Sc8Tc4,225
Tm8Ir4Rh4,225
Mg4Si4Ir8,225
Mg4Si4Rh8,225
Hf8Co4Tc4,225
Hf4Zn4Co8,225
Er8Cu4Os4,225
Ac8Mg4Sn4,225
Ca4Cd4Hg8,225
Ca8Hg4Pb4,225
Ba8Hg4Pb4,225
Ac8Ir4Pd4,225
Ho8Os4Ru4,225
Ho8Ir4Ru4,225
Ho4Nb4Ru8,225
Hf4Tc8W4,225
Be8Pd4Rh4,225
Ho4Ta4Ru8,225
Hf4Zn4Au8,225
Tm8Ru4Pt4,225
V12Os4,225
Tm8Ru4Rh4,225
Lu4Ta4Ru8,225
Dy4Nb4Ru8,225
Lu4Ta4Os8,225
Na4Tm4Tl8,225
Lu8Tl4Ag4,225
Na8Tl4Sb4,225
V4Fe12,225
Zr24Al64Ru28,225
Lu4Sb4Rh8,225
Lu4Sb4Ru8,225
Ti4Be8Ir4,225
Ti4Ga4Pd8,225
Ti4Fe8Si4,225
Ti4Be4Rh8,225
Lu8Ag4Ir4,225
Lu8Ag4Os4,225
Li4Sm8Os4,225
Ti4Be4Co8,225
Ti4Al4Rh8,225
Ti4Be4Ir8,225
Ti4Al4Ru8,225
Y4Ga4Rh8,225
Ti4Ga4Rh8,225
Y4Mg4Ag8,225
Y4In4Rh8,225
Y4Mg4Hg8,225
Y4Mg4Rh8,225
Y8Pd4Ru4,225
Gd4Cd4Au8,225
Ti4In4Pd8,225
K4Tl8Bi4,225
Ti4In4Rh8,225
Y4Mg4Au8,225
Ho4Mg12,225
Y8Ru4Rh4,225
Th4Sn4Au8,225
Yb8Cd4In4,225
Li8Pd4Au4,225
Yb4Ag4Pd8,225
Li8Nd4Tl4,225
Li8Yb4Pb4,225
Li8Nd4In4,225
Ti8Zn4Re4,225
Ce4Cd4Au8,225
Ti8Zn4Tc4,225
Tl4Cd4Rh8,225
Li8Yb4Si4,225
Li8Yb4Sn4,225
Li8La4In4,225
Li8La4Tl4,225
Li8Pr4In4,225
Li8Sm4Tl4,225
Ac4Yb4Hg8,225
Pm8Si4Hg4,225
Yb8Ag4Rh4,225
Lu4Cd4Pd8,225
Pm8Si4Ni4,225
Lu8Cd4In4,225
Yb8Ag4Sn4,225
Ti4Tc8Mo4,225
Ca4Dy4Rh8,225
Gd8Zn4Ru4,225
Ti8Mn4Rh4,225
Hf4Sn4Ru8,225
Ca4Nd4Zn8,225
Hf4Sn4Rh8,225
Ca4Y4Hg8,225
Be8Ni4Pt4,225
Ac4Mg4Hg8,225
Ca4Dy4Hg8,225
Ca8Sn4Hg4,225
Ce4Cd4Hg8,225
Er8Pd4Ru4,225
Ca4Ho4Rh8,225
Al8Ir4Os4,225
Er4Sn4Ru8,225
Dy4Sn4Au8,225
Be4V4Co8,225
Ac8Zn4Si4,225
Dy4Sn4Rh8,225
Ba8Tl4Cd4,225
Er4Ta4Os8,225
Ti4Fe8Ge4,225
K32Zr24B4Br80,225
Rb8Sb4Br24,225
Be4Si4Os8,225
Li4Dy4Tl8,225
Sc8Co4Os4,225
